,Unnamed: 0,keyword,site_name,URL,snippet,ranking,target
80,80,Meta Learning,Learning to Balance: Bayesian Meta-Learning for Imbalanced and Out-of-distribution Tasks,http://arxiv.org/abs/1905.12917v2,"While tasks could come with varying the number of instances and classes in realistic settings, the existing meta-learning approaches for few-shot classification assume that the number of instances per task and class is fixed. Due to such restriction, they learn to equally utilize the meta-knowledge across all the tasks, even when the number of instances per task and class largely varies. Moreover, they do not consider distributional difference in unseen tasks, on which the meta-knowledge may have less usefulness depending on the task relatedness. To overcome these limitations, we propose a novel meta-learning model that adaptively balances the effect of the meta-learning and task-specific learning within each task. Through the learning of the balancing variables, we can decide whether to obtain a solution by relying on the meta-knowledge or task-specific learning. We formulate this objective into a Bayesian inference framework and tackle it using variational inference. We validate our Bayesian Task-Adaptive Meta-Learning (Bayesian TAML) on multiple realistic task- and class-imbalanced datasets, on which it significantly outperforms existing meta-learning approaches. Further ablation study confirms the effectiveness of each balancing component and the Bayesian learning framework.",81,While tasks could come with varying the number of instances and classes in realistic settings the existing meta learning approaches for few shot classification assume that the number of instances per task and class is fixed Due to such restriction they learn to equally utilize the meta knowledge across all the tasks even when the number of instances per task and class largely varies Moreover they do not consider distributional difference in unseen tasks on which the meta knowledge may have less usefulness depending on the task relatedness To overcome these limitations we propose a novel meta learning model that adaptively balances the effect of the meta learning and task specific learning within each task Through the learning of the balancing variables we can decide whether to obtain a solution by relying on the meta knowledge or task specific learning We formulate this objective into a Bayesian inference framework and tackle it using variational inference We validate our Bayesian Task Adaptive Meta Learning Bayesian TAML on multiple realistic task and class imbalanced datasets on which it significantly outperforms existing meta learning approaches Further ablation study confirms the effectiveness of each balancing component and the Bayesian learning framework
81,81,Meta Learning,Adversarial Meta-Learning,http://arxiv.org/abs/1806.03316v3,"Meta-learning enables a model to learn from very limited data to undertake a new task. In this paper, we study the general meta-learning with adversarial samples. We present a meta-learning algorithm, ADML (ADversarial Meta-Learner), which leverages clean and adversarial samples to optimize the initialization of a learning model in an adversarial manner. ADML leads to the following desirable properties: 1) it turns out to be very effective even in the cases with only clean samples; 2) it is robust to adversarial samples, i.e., unlike other meta-learning algorithms, it only leads to a minor performance degradation when there are adversarial samples; 3) it sheds light on tackling the cases with limited and even contaminated samples. It has been shown by extensive experimental results that ADML consistently outperforms three representative meta-learning algorithms in the cases involving adversarial samples, on two widely-used image datasets, MiniImageNet and CIFAR100, in terms of both accuracy and robustness.",82,Meta learning enables a model to learn from very limited data to undertake a new task In this paper we study the general meta learning with adversarial samples We present a meta learning algorithm ADML ADversarial Meta Learner which leverages clean and adversarial samples to optimize the initialization of a learning model in an adversarial manner ADML leads to the following desirable properties 0 it turns out to be very effective even in the cases with only clean samples 0 it is robust to adversarial samples i e unlike other meta learning algorithms it only leads to a minor performance degradation when there are adversarial samples 0 it sheds light on tackling the cases with limited and even contaminated samples It has been shown by extensive experimental results that ADML consistently outperforms three representative meta learning algorithms in the cases involving adversarial samples on two widely used image datasets MiniImageNet and CIFAR 0 in terms of both accuracy and robustness
82,82,Meta Learning,Meta-Learning Initializations for Image Segmentation,http://arxiv.org/abs/1912.06290v4,"We extend first-order model agnostic meta-learning algorithms (including FOMAML and Reptile) to image segmentation, present a novel neural network architecture built for fast learning which we call EfficientLab, and leverage a formal definition of the test error of meta-learning algorithms to decrease error on out of distribution tasks. We show state of the art results on the FSS-1000 dataset by meta-training EfficientLab with FOMAML and using Bayesian optimization to infer the optimal test-time adaptation routine hyperparameters. We also construct a small benchmark dataset, FP-k, for the empirical study of how meta-learning systems perform in both few- and many-shot settings. On the FP-k dataset, we show that meta-learned initializations provide value for canonical few-shot image segmentation but their performance is quickly matched by conventional transfer learning with performance being equal beyond 10 labeled examples. Our code, meta-learned model, and the FP-k dataset are available at https://github.com/ml4ai/mliis .",83,We extend first order model agnostic meta learning algorithms including FOMAML and Reptile to image segmentation present a novel neural network architecture built for fast learning which we call EfficientLab and leverage a formal definition of the test error of meta learning algorithms to decrease error on out of distribution tasks We show state of the art results on the FSS 0 dataset by meta training EfficientLab with FOMAML and using Bayesian optimization to infer the optimal test time adaptation routine hyperparameters We also construct a small benchmark dataset FP k for the empirical study of how meta learning systems perform in both few and many shot settings On the FP k dataset we show that meta learned initializations provide value for canonical few shot image segmentation but their performance is quickly matched by conventional transfer learning with performance being equal beyond 0 labeled examples Our code meta learned model and the FP k dataset are available at https github com ml 0 ai mliis
83,83,Meta Learning,TaskNorm: Rethinking Batch Normalization for Meta-Learning,http://arxiv.org/abs/2003.03284v2,"Modern meta-learning approaches for image classification rely on increasingly deep networks to achieve state-of-the-art performance, making batch normalization an essential component of meta-learning pipelines. However, the hierarchical nature of the meta-learning setting presents several challenges that can render conventional batch normalization ineffective, giving rise to the need to rethink normalization in this setting. We evaluate a range of approaches to batch normalization for meta-learning scenarios, and develop a novel approach that we call TaskNorm. Experiments on fourteen datasets demonstrate that the choice of batch normalization has a dramatic effect on both classification accuracy and training time for both gradient based and gradient-free meta-learning approaches. Importantly, TaskNorm is found to consistently improve performance. Finally, we provide a set of best practices for normalization that will allow fair comparison of meta-learning algorithms.",84,Modern meta learning approaches for image classification rely on increasingly deep networks to achieve state of the art performance making batch normalization an essential component of meta learning pipelines However the hierarchical nature of the meta learning setting presents several challenges that can render conventional batch normalization ineffective giving rise to the need to rethink normalization in this setting We evaluate a range of approaches to batch normalization for meta learning scenarios and develop a novel approach that we call TaskNorm Experiments on fourteen datasets demonstrate that the choice of batch normalization has a dramatic effect on both classification accuracy and training time for both gradient based and gradient free meta learning approaches Importantly TaskNorm is found to consistently improve performance Finally we provide a set of best practices for normalization that will allow fair comparison of meta learning algorithms
84,84,Meta Learning,A contrastive rule for meta-learning,http://arxiv.org/abs/2104.01677v2,"Meta-learning algorithms leverage regularities that are present on a set of tasks to speed up and improve the performance of a subsidiary learning process. Recent work on deep neural networks has shown that prior gradient-based learning of meta-parameters can greatly improve the efficiency of subsequent learning. Here, we present a biologically plausible meta-learning algorithm based on equilibrium propagation. Instead of explicitly differentiating the learning process, our contrastive meta-learning rule estimates meta-parameter gradients by executing the subsidiary process more than once. This avoids reversing the learning dynamics in time and computing second-order derivatives. In spite of this, and unlike previous first-order methods, our rule recovers an arbitrarily accurate meta-parameter update given enough compute. We establish theoretical bounds on its performance and present experiments on a set of standard benchmarks and neural network architectures.",85,Meta learning algorithms leverage regularities that are present on a set of tasks to speed up and improve the performance of a subsidiary learning process Recent work on deep neural networks has shown that prior gradient based learning of meta parameters can greatly improve the efficiency of subsequent learning Here we present a biologically plausible meta learning algorithm based on equilibrium propagation Instead of explicitly differentiating the learning process our contrastive meta learning rule estimates meta parameter gradients by executing the subsidiary process more than once This avoids reversing the learning dynamics in time and computing second order derivatives In spite of this and unlike previous first order methods our rule recovers an arbitrarily accurate meta parameter update given enough compute We establish theoretical bounds on its performance and present experiments on a set of standard benchmarks and neural network architectures
85,85,Meta Learning,ST-MAML: A Stochastic-Task based Method for Task-Heterogeneous Meta-Learning,http://arxiv.org/abs/2109.13305v1,"Optimization-based meta-learning typically assumes tasks are sampled from a single distribution - an assumption oversimplifies and limits the diversity of tasks that meta-learning can model. Handling tasks from multiple different distributions is challenging for meta-learning due to a so-called task ambiguity issue. This paper proposes a novel method, ST-MAML, that empowers model-agnostic meta-learning (MAML) to learn from multiple task distributions. ST-MAML encodes tasks using a stochastic neural network module, that summarizes every task with a stochastic representation. The proposed Stochastic Task (ST) strategy allows a meta-model to get tailored for the current task and enables us to learn a distribution of solutions for an ambiguous task. ST-MAML also propagates the task representation to revise the encoding of input variables. Empirically, we demonstrate that ST-MAML matches or outperforms the state-of-the-art on two few-shot image classification tasks, one curve regression benchmark, one image completion problem, and a real-world temperature prediction application. To the best of authors' knowledge, this is the first time optimization-based meta-learning method being applied on a large-scale real-world task.",86,Optimization based meta learning typically assumes tasks are sampled from a single distribution an assumption oversimplifies and limits the diversity of tasks that meta learning can model Handling tasks from multiple different distributions is challenging for meta learning due to a so called task ambiguity issue This paper proposes a novel method ST MAML that empowers model agnostic meta learning MAML to learn from multiple task distributions ST MAML encodes tasks using a stochastic neural network module that summarizes every task with a stochastic representation The proposed Stochastic Task ST strategy allows a meta model to get tailored for the current task and enables us to learn a distribution of solutions for an ambiguous task ST MAML also propagates the task representation to revise the encoding of input variables Empirically we demonstrate that ST MAML matches or outperforms the state of the art on two few shot image classification tasks one curve regression benchmark one image completion problem and a real world temperature prediction application To the best of authors knowledge this is the first time optimization based meta learning method being applied on a large scale real world task
86,86,Meta Learning,The Advantage of Conditional Meta-Learning for Biased Regularization and Fine-Tuning,http://arxiv.org/abs/2008.10857v1,"Biased regularization and fine-tuning are two recent meta-learning approaches. They have been shown to be effective to tackle distributions of tasks, in which the tasks' target vectors are all close to a common meta-parameter vector. However, these methods may perform poorly on heterogeneous environments of tasks, where the complexity of the tasks' distribution cannot be captured by a single meta-parameter vector. We address this limitation by conditional meta-learning, inferring a conditioning function mapping task's side information into a meta-parameter vector that is appropriate for that task at hand. We characterize properties of the environment under which the conditional approach brings a substantial advantage over standard meta-learning and we highlight examples of environments, such as those with multiple clusters, satisfying these properties. We then propose a convex meta-algorithm providing a comparable advantage also in practice. Numerical experiments confirm our theoretical findings.",87,Biased regularization and fine tuning are two recent meta learning approaches They have been shown to be effective to tackle distributions of tasks in which the tasks target vectors are all close to a common meta parameter vector However these methods may perform poorly on heterogeneous environments of tasks where the complexity of the tasks distribution cannot be captured by a single meta parameter vector We address this limitation by conditional meta learning inferring a conditioning function mapping task s side information into a meta parameter vector that is appropriate for that task at hand We characterize properties of the environment under which the conditional approach brings a substantial advantage over standard meta learning and we highlight examples of environments such as those with multiple clusters satisfying these properties We then propose a convex meta algorithm providing a comparable advantage also in practice Numerical experiments confirm our theoretical findings
87,87,Meta Learning,Explaining the Performance of Multi-label Classification Methods with Data Set Properties,http://arxiv.org/abs/2106.15411v1,"Meta learning generalizes the empirical experience with different learning tasks and holds promise for providing important empirical insight into the behaviour of machine learning algorithms. In this paper, we present a comprehensive meta-learning study of data sets and methods for multi-label classification (MLC). MLC is a practically relevant machine learning task where each example is labelled with multiple labels simultaneously. Here, we analyze 40 MLC data sets by using 50 meta features describing different properties of the data. The main findings of this study are as follows. First, the most prominent meta features that describe the space of MLC data sets are the ones assessing different aspects of the label space. Second, the meta models show that the most important meta features describe the label space, and, the meta features describing the relationships among the labels tend to occur a bit more often than the meta features describing the distributions between and within the individual labels. Third, the optimization of the hyperparameters can improve the predictive performance, however, quite often the extent of the improvements does not always justify the resource utilization.",88,Meta learning generalizes the empirical experience with different learning tasks and holds promise for providing important empirical insight into the behaviour of machine learning algorithms In this paper we present a comprehensive meta learning study of data sets and methods for multi label classification MLC MLC is a practically relevant machine learning task where each example is labelled with multiple labels simultaneously Here we analyze 0 MLC data sets by using 0 meta features describing different properties of the data The main findings of this study are as follows First the most prominent meta features that describe the space of MLC data sets are the ones assessing different aspects of the label space Second the meta models show that the most important meta features describe the label space and the meta features describing the relationships among the labels tend to occur a bit more often than the meta features describing the distributions between and within the individual labels Third the optimization of the hyperparameters can improve the predictive performance however quite often the extent of the improvements does not always justify the resource utilization
88,88,Meta Learning,Weakly-supervised Graph Meta-learning for Few-shot Node Classification,http://arxiv.org/abs/2106.06873v1,"Graphs are widely used to model the relational structure of data, and the research of graph machine learning (ML) has a wide spectrum of applications ranging from drug design in molecular graphs to friendship recommendation in social networks. Prevailing approaches for graph ML typically require abundant labeled instances in achieving satisfactory results, which is commonly infeasible in real-world scenarios since labeled data for newly emerged concepts (e.g., new categorizations of nodes) on graphs is limited. Though meta-learning has been applied to different few-shot graph learning problems, most existing efforts predominately assume that all the data from those seen classes is gold-labeled, while those methods may lose their efficacy when the seen data is weakly-labeled with severe label noise. As such, we aim to investigate a novel problem of weakly-supervised graph meta-learning for improving the model robustness in terms of knowledge transfer. To achieve this goal, we propose a new graph meta-learning framework -- Graph Hallucination Networks (Meta-GHN) in this paper. Based on a new robustness-enhanced episodic training, Meta-GHN is meta-learned to hallucinate clean node representations from weakly-labeled data and extracts highly transferable meta-knowledge, which enables the model to quickly adapt to unseen tasks with few labeled instances. Extensive experiments demonstrate the superiority of Meta-GHN over existing graph meta-learning studies on the task of weakly-supervised few-shot node classification.",89,Graphs are widely used to model the relational structure of data and the research of graph machine learning ML has a wide spectrum of applications ranging from drug design in molecular graphs to friendship recommendation in social networks Prevailing approaches for graph ML typically require abundant labeled instances in achieving satisfactory results which is commonly infeasible in real world scenarios since labeled data for newly emerged concepts e g new categorizations of nodes on graphs is limited Though meta learning has been applied to different few shot graph learning problems most existing efforts predominately assume that all the data from those seen classes is gold labeled while those methods may lose their efficacy when the seen data is weakly labeled with severe label noise As such we aim to investigate a novel problem of weakly supervised graph meta learning for improving the model robustness in terms of knowledge transfer To achieve this goal we propose a new graph meta learning framework Graph Hallucination Networks Meta GHN in this paper Based on a new robustness enhanced episodic training Meta GHN is meta learned to hallucinate clean node representations from weakly labeled data and extracts highly transferable meta knowledge which enables the model to quickly adapt to unseen tasks with few labeled instances Extensive experiments demonstrate the superiority of Meta GHN over existing graph meta learning studies on the task of weakly supervised few shot node classification
89,89,Meta Learning,A Channel Coding Benchmark for Meta-Learning,http://arxiv.org/abs/2107.07579v2,"Meta-learning provides a popular and effective family of methods for data-efficient learning of new tasks. However, several important issues in meta-learning have proven hard to study thus far. For example, performance degrades in real-world settings where meta-learners must learn from a wide and potentially multi-modal distribution of training tasks; and when distribution shift exists between meta-train and meta-test task distributions. These issues are typically hard to study since the shape of task distributions, and shift between them are not straightforward to measure or control in standard benchmarks. We propose the channel coding problem as a benchmark for meta-learning. Channel coding is an important practical application where task distributions naturally arise, and fast adaptation to new tasks is practically valuable. We use our MetaCC benchmark to study several aspects of meta-learning, including the impact of task distribution breadth and shift, which can be controlled in the coding problem. Going forward, MetaCC provides a tool for the community to study the capabilities and limitations of meta-learning, and to drive research on practically robust and effective meta-learners.",90,Meta learning provides a popular and effective family of methods for data efficient learning of new tasks However several important issues in meta learning have proven hard to study thus far For example performance degrades in real world settings where meta learners must learn from a wide and potentially multi modal distribution of training tasks and when distribution shift exists between meta train and meta test task distributions These issues are typically hard to study since the shape of task distributions and shift between them are not straightforward to measure or control in standard benchmarks We propose the channel coding problem as a benchmark for meta learning Channel coding is an important practical application where task distributions naturally arise and fast adaptation to new tasks is practically valuable We use our MetaCC benchmark to study several aspects of meta learning including the impact of task distribution breadth and shift which can be controlled in the coding problem Going forward MetaCC provides a tool for the community to study the capabilities and limitations of meta learning and to drive research on practically robust and effective meta learners
90,90,Meta Learning,Learning Meta-Embeddings by Using Ensembles of Embedding Sets,http://arxiv.org/abs/1508.04257v2,"Word embeddings -- distributed representations of words -- in deep learning are beneficial for many tasks in natural language processing (NLP). However, different embedding sets vary greatly in quality and characteristics of the captured semantics. Instead of relying on a more advanced algorithm for embedding learning, this paper proposes an ensemble approach of combining different public embedding sets with the aim of learning meta-embeddings. Experiments on word similarity and analogy tasks and on part-of-speech tagging show better performance of meta-embeddings compared to individual embedding sets. One advantage of meta-embeddings is the increased vocabulary coverage. We will release our meta-embeddings publicly.",91,Word embeddings distributed representations of words in deep learning are beneficial for many tasks in natural language processing NLP However different embedding sets vary greatly in quality and characteristics of the captured semantics Instead of relying on a more advanced algorithm for embedding learning this paper proposes an ensemble approach of combining different public embedding sets with the aim of learning meta embeddings Experiments on word similarity and analogy tasks and on part of speech tagging show better performance of meta embeddings compared to individual embedding sets One advantage of meta embeddings is the increased vocabulary coverage We will release our meta embeddings publicly
91,91,Meta Learning,Learning Context-aware Task Reasoning for Efficient Meta-reinforcement Learning,http://arxiv.org/abs/2003.01373v1,"Despite recent success of deep network-based Reinforcement Learning (RL), it remains elusive to achieve human-level efficiency in learning novel tasks. While previous efforts attempt to address this challenge using meta-learning strategies, they typically suffer from sampling inefficiency with on-policy RL algorithms or meta-overfitting with off-policy learning. In this work, we propose a novel meta-RL strategy to address those limitations. In particular, we decompose the meta-RL problem into three sub-tasks, task-exploration, task-inference and task-fulfillment, instantiated with two deep network agents and a task encoder. During meta-training, our method learns a task-conditioned actor network for task-fulfillment, an explorer network with a self-supervised reward shaping that encourages task-informative experiences in task-exploration, and a context-aware graph-based task encoder for task inference. We validate our approach with extensive experiments on several public benchmarks and the results show that our algorithm effectively performs exploration for task inference, improves sample efficiency during both training and testing, and mitigates the meta-overfitting problem.",92,Despite recent success of deep network based Reinforcement Learning RL it remains elusive to achieve human level efficiency in learning novel tasks While previous efforts attempt to address this challenge using meta learning strategies they typically suffer from sampling inefficiency with on policy RL algorithms or meta overfitting with off policy learning In this work we propose a novel meta RL strategy to address those limitations In particular we decompose the meta RL problem into three sub tasks task exploration task inference and task fulfillment instantiated with two deep network agents and a task encoder During meta training our method learns a task conditioned actor network for task fulfillment an explorer network with a self supervised reward shaping that encourages task informative experiences in task exploration and a context aware graph based task encoder for task inference We validate our approach with extensive experiments on several public benchmarks and the results show that our algorithm effectively performs exploration for task inference improves sample efficiency during both training and testing and mitigates the meta overfitting problem
92,92,Meta Learning,Meta-Learning and Universality: Deep Representations and Gradient Descent can Approximate any Learning Algorithm,http://arxiv.org/abs/1710.11622v3,"Learning to learn is a powerful paradigm for enabling models to learn from data more effectively and efficiently. A popular approach to meta-learning is to train a recurrent model to read in a training dataset as input and output the parameters of a learned model, or output predictions for new test inputs. Alternatively, a more recent approach to meta-learning aims to acquire deep representations that can be effectively fine-tuned, via standard gradient descent, to new tasks. In this paper, we consider the meta-learning problem from the perspective of universality, formalizing the notion of learning algorithm approximation and comparing the expressive power of the aforementioned recurrent models to the more recent approaches that embed gradient descent into the meta-learner. In particular, we seek to answer the following question: does deep representation combined with standard gradient descent have sufficient capacity to approximate any learning algorithm? We find that this is indeed true, and further find, in our experiments, that gradient-based meta-learning consistently leads to learning strategies that generalize more widely compared to those represented by recurrent models.",93,Learning to learn is a powerful paradigm for enabling models to learn from data more effectively and efficiently A popular approach to meta learning is to train a recurrent model to read in a training dataset as input and output the parameters of a learned model or output predictions for new test inputs Alternatively a more recent approach to meta learning aims to acquire deep representations that can be effectively fine tuned via standard gradient descent to new tasks In this paper we consider the meta learning problem from the perspective of universality formalizing the notion of learning algorithm approximation and comparing the expressive power of the aforementioned recurrent models to the more recent approaches that embed gradient descent into the meta learner In particular we seek to answer the following question does deep representation combined with standard gradient descent have sufficient capacity to approximate any learning algorithm We find that this is indeed true and further find in our experiments that gradient based meta learning consistently leads to learning strategies that generalize more widely compared to those represented by recurrent models
93,93,Meta Learning,Model-Agnostic Meta-Learning for EEG Motor Imagery Decoding in Brain-Computer-Interfacing,http://arxiv.org/abs/2103.08664v1,"We introduce here the idea of Meta-Learning for training EEG BCI decoders. Meta-Learning is a way of training machine learning systems so they learn to learn. We apply here meta-learning to a simple Deep Learning BCI architecture and compare it to transfer learning on the same architecture. Our Meta-learning strategy operates by finding optimal parameters for the BCI decoder so that it can quickly generalise between different users and recording sessions -- thereby also generalising to new users or new sessions quickly. We tested our algorithm on the Physionet EEG motor imagery dataset. Our approach increased motor imagery classification accuracy between 60% to 80%, outperforming other algorithms under the little-data condition. We believe that establishing the meta-learning or learning-to-learn approach will help neural engineering and human interfacing with the challenges of quickly setting up decoders of neural signals to make them more suitable for daily-life.",94,We introduce here the idea of Meta Learning for training EEG BCI decoders Meta Learning is a way of training machine learning systems so they learn to learn We apply here meta learning to a simple Deep Learning BCI architecture and compare it to transfer learning on the same architecture Our Meta learning strategy operates by finding optimal parameters for the BCI decoder so that it can quickly generalise between different users and recording sessions thereby also generalising to new users or new sessions quickly We tested our algorithm on the Physionet EEG motor imagery dataset Our approach increased motor imagery classification accuracy between 0 to 0 outperforming other algorithms under the little data condition We believe that establishing the meta learning or learning to learn approach will help neural engineering and human interfacing with the challenges of quickly setting up decoders of neural signals to make them more suitable for daily life
94,94,Meta Learning,Guided Meta-Policy Search,http://arxiv.org/abs/1904.00956v2,"Reinforcement learning (RL) algorithms have demonstrated promising results on complex tasks, yet often require impractical numbers of samples since they learn from scratch. Meta-RL aims to address this challenge by leveraging experience from previous tasks so as to more quickly solve new tasks. However, in practice, these algorithms generally also require large amounts of on-policy experience during the meta-training process, making them impractical for use in many problems. To this end, we propose to learn a reinforcement learning procedure in a federated way, where individual off-policy learners can solve the individual meta-training tasks, and then consolidate these solutions into a single meta-learner. Since the central meta-learner learns by imitating the solutions to the individual tasks, it can accommodate either the standard meta-RL problem setting or a hybrid setting where some or all tasks are provided with example demonstrations. The former results in an approach that can leverage policies learned for previous tasks without significant amounts of on-policy data during meta-training, whereas the latter is particularly useful in cases where demonstrations are easy for a person to provide. Across a number of continuous control meta-RL problems, we demonstrate significant improvements in meta-RL sample efficiency in comparison to prior work as well as the ability to scale to domains with visual observations.",95,Reinforcement learning RL algorithms have demonstrated promising results on complex tasks yet often require impractical numbers of samples since they learn from scratch Meta RL aims to address this challenge by leveraging experience from previous tasks so as to more quickly solve new tasks However in practice these algorithms generally also require large amounts of on policy experience during the meta training process making them impractical for use in many problems To this end we propose to learn a reinforcement learning procedure in a federated way where individual off policy learners can solve the individual meta training tasks and then consolidate these solutions into a single meta learner Since the central meta learner learns by imitating the solutions to the individual tasks it can accommodate either the standard meta RL problem setting or a hybrid setting where some or all tasks are provided with example demonstrations The former results in an approach that can leverage policies learned for previous tasks without significant amounts of on policy data during meta training whereas the latter is particularly useful in cases where demonstrations are easy for a person to provide Across a number of continuous control meta RL problems we demonstrate significant improvements in meta RL sample efficiency in comparison to prior work as well as the ability to scale to domains with visual observations
95,95,Meta Learning,Self-Supervised Meta-Learning for Few-Shot Natural Language Classification Tasks,http://arxiv.org/abs/2009.08445v2,"Self-supervised pre-training of transformer models has revolutionized NLP applications. Such pre-training with language modeling objectives provides a useful initial point for parameters that generalize well to new tasks with fine-tuning. However, fine-tuning is still data inefficient -- when there are few labeled examples, accuracy can be low. Data efficiency can be improved by optimizing pre-training directly for future fine-tuning with few examples; this can be treated as a meta-learning problem. However, standard meta-learning techniques require many training tasks in order to generalize; unfortunately, finding a diverse set of such supervised tasks is usually difficult. This paper proposes a self-supervised approach to generate a large, rich, meta-learning task distribution from unlabeled text. This is achieved using a cloze-style objective, but creating separate multi-class classification tasks by gathering tokens-to-be blanked from among only a handful of vocabulary terms. This yields as many unique meta-training tasks as the number of subsets of vocabulary terms. We meta-train a transformer model on this distribution of tasks using a recent meta-learning framework. On 17 NLP tasks, we show that this meta-training leads to better few-shot generalization than language-model pre-training followed by finetuning. Furthermore, we show how the self-supervised tasks can be combined with supervised tasks for meta-learning, providing substantial accuracy gains over previous supervised meta-learning.",96,Self supervised pre training of transformer models has revolutionized NLP applications Such pre training with language modeling objectives provides a useful initial point for parameters that generalize well to new tasks with fine tuning However fine tuning is still data inefficient when there are few labeled examples accuracy can be low Data efficiency can be improved by optimizing pre training directly for future fine tuning with few examples this can be treated as a meta learning problem However standard meta learning techniques require many training tasks in order to generalize unfortunately finding a diverse set of such supervised tasks is usually difficult This paper proposes a self supervised approach to generate a large rich meta learning task distribution from unlabeled text This is achieved using a cloze style objective but creating separate multi class classification tasks by gathering tokens to be blanked from among only a handful of vocabulary terms This yields as many unique meta training tasks as the number of subsets of vocabulary terms We meta train a transformer model on this distribution of tasks using a recent meta learning framework On 0 NLP tasks we show that this meta training leads to better few shot generalization than language model pre training followed by finetuning Furthermore we show how the self supervised tasks can be combined with supervised tasks for meta learning providing substantial accuracy gains over previous supervised meta learning
96,96,Meta Learning,Meta-aprendizado para otimizacao de parametros de redes neurais,http://arxiv.org/abs/2109.13745v1,"The optimization of Artificial Neural Networks (ANNs) is an important task to the success of using these models in real-world applications. The solutions adopted to this task are expensive in general, involving trial-and-error procedures or expert knowledge which are not always available. In this work, we investigated the use of meta-learning to the optimization of ANNs. Meta-learning is a research field aiming to automatically acquiring knowledge which relates features of the learning problems to the performance of the learning algorithms. The meta-learning techniques were originally proposed and evaluated to the algorithm selection problem and after to the optimization of parameters for Support Vector Machines. However, meta-learning can be adopted as a more general strategy to optimize ANN parameters, which motivates new efforts in this research direction. In the current work, we performed a case study using meta-learning to choose the number of hidden nodes for MLP networks, which is an important parameter to be defined aiming a good networks performance. In our work, we generated a base of meta-examples associated to 93 regression problems. Each meta-example was generated from a regression problem and stored: 16 features describing the problem (e.g., number of attributes and correlation among the problem attributes) and the best number of nodes for this problem, empirically chosen from a range of possible values. This set of meta-examples was given as input to a meta-learner which was able to predict the best number of nodes for new problems based on their features. The experiments performed in this case study revealed satisfactory results.",97,The optimization of Artificial Neural Networks ANNs is an important task to the success of using these models in real world applications The solutions adopted to this task are expensive in general involving trial and error procedures or expert knowledge which are not always available In this work we investigated the use of meta learning to the optimization of ANNs Meta learning is a research field aiming to automatically acquiring knowledge which relates features of the learning problems to the performance of the learning algorithms The meta learning techniques were originally proposed and evaluated to the algorithm selection problem and after to the optimization of parameters for Support Vector Machines However meta learning can be adopted as a more general strategy to optimize ANN parameters which motivates new efforts in this research direction In the current work we performed a case study using meta learning to choose the number of hidden nodes for MLP networks which is an important parameter to be defined aiming a good networks performance In our work we generated a base of meta examples associated to 0 regression problems Each meta example was generated from a regression problem and stored 0 features describing the problem e g number of attributes and correlation among the problem attributes and the best number of nodes for this problem empirically chosen from a range of possible values This set of meta examples was given as input to a meta learner which was able to predict the best number of nodes for new problems based on their features The experiments performed in this case study revealed satisfactory results
97,97,Meta Learning,Meta Soft Label Generation for Noisy Labels,http://arxiv.org/abs/2007.05836v2,"The existence of noisy labels in the dataset causes significant performance degradation for deep neural networks (DNNs). To address this problem, we propose a Meta Soft Label Generation algorithm called MSLG, which can jointly generate soft labels using meta-learning techniques and learn DNN parameters in an end-to-end fashion. Our approach adapts the meta-learning paradigm to estimate optimal label distribution by checking gradient directions on both noisy training data and noise-free meta-data. In order to iteratively update soft labels, meta-gradient descent step is performed on estimated labels, which would minimize the loss of noise-free meta samples. In each iteration, the base classifier is trained on estimated meta labels. MSLG is model-agnostic and can be added on top of any existing model at hand with ease. We performed extensive experiments on CIFAR10, Clothing1M and Food101N datasets. Results show that our approach outperforms other state-of-the-art methods by a large margin.",98,The existence of noisy labels in the dataset causes significant performance degradation for deep neural networks DNNs To address this problem we propose a Meta Soft Label Generation algorithm called MSLG which can jointly generate soft labels using meta learning techniques and learn DNN parameters in an end to end fashion Our approach adapts the meta learning paradigm to estimate optimal label distribution by checking gradient directions on both noisy training data and noise free meta data In order to iteratively update soft labels meta gradient descent step is performed on estimated labels which would minimize the loss of noise free meta samples In each iteration the base classifier is trained on estimated meta labels MSLG is model agnostic and can be added on top of any existing model at hand with ease We performed extensive experiments on CIFAR 0 Clothing 0 M and Food 0 N datasets Results show that our approach outperforms other state of the art methods by a large margin
